Order	Family	Subfamily	Tribe	Genus	Species	LivingGenus	LivingRelative	Living	TaxonString	FCT_HYP	FCT_LOP	FCT_HOR	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM
Primates	Cercopithecidae	Colobinae	Colobini	Cercopithecoides	NA	Cercopithecus		NA	PrimatesCercopithecidaeColobinaeColobiniCercopithecoidesindet	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Cercopithecoides	NA	Cercopithecus		NA	PrimatesCercopithecidaeColobinaeColobiniCercopithecoides	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Colobus	NA	Colobus		NA	PrimatesCercopithecidaeColobinaeColobiniColobus	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Lophocebus	NA	Lophocebus		NA	PrimatesCercopithecidaeColobinaeColobiniLophocebus	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Paracolobus	chemeroni	Colobus		0	PrimatesCercopithecidaeColobinaeColobiniParacolobuschemeroni	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Paracolobus	mutiwa	Colobus		0	PrimatesCercopithecidaeColobinaeColobiniParacolobusmutiwa	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Paracolobus	sp nov	Colobus		NA	PrimatesCercopithecidaeColobinaeColobiniParacolobussp nov	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Paracolobus	NA	Colobus		NA	PrimatesCercopithecidaeColobinaeColobiniParacolobus	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Rhinocolobus	turkanaensis	Colobus		0	PrimatesCercopithecidaeColobinaeColobiniRhinocolobusturkanaensis	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Rhinocolobus	turkanensis	Colobus		0	PrimatesCercopithecidaeColobinaeColobiniRhinocolobusturkanensis	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Rhinocolobus	NA	Colobus		NA	PrimatesCercopithecidaeColobinaeColobiniRhinocolobus	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	Rhinocolobus/Cercopithecoides	NA	NA		NA	PrimatesCercopithecidaeColobinaeColobiniRhinocolobus/Cercopithecoides	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	gen	sp	NA		NA	PrimatesCercopithecidaeColobinaeColobinigensp	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	gen	sp A	NA		NA	PrimatesCercopithecidaeColobinaeColobinigensp A	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	gen	sp B	NA		NA	PrimatesCercopithecidaeColobinaeColobinigensp B	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	NA	sp	NA		NA	PrimatesCercopithecidaeColobinaeColobiniindetsp	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	NA	sp A	NA		NA	PrimatesCercopithecidaeColobinaeColobiniindetsp A	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	NA	sp B	NA		NA	PrimatesCercopithecidaeColobinaeColobiniindetsp B	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	NA		NA	PrimatesCercopithecidaeColobinaeColobini	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Colobinae	Colobini	NA	NA	NA		NA	PrimatesCercopithecidaeColobinaeColobiniindetindet	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	sp	Cercocebus		NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebussp	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	Cercocebus		NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Lophocebus	NA	Lophocebus		NA	PrimatesCercopithecidaeCercopithecinaePapioniniLophocebus	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Papio	sp	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniPapiosp	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Papio	NA	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniPapio	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Papio/Parapapio	NA	NA		NA	PrimatesCercopithecidaeCercopithecinaePapioniniPapio/Parapapio	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	ado	Papio		0	PrimatesCercopithecidaeCercopithecinaePapioniniParapapioado	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	lothagamensis	Papio		0	PrimatesCercopithecidaeCercopithecinaePapioniniParapapiolothagamensis	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	sp A	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapiosp A	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	sp A of KFF)	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapiosp A of KFF)	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	sp B of KFF)	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapiosp B of KFF)	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	whitei	Papio		0	PrimatesCercopithecidaeCercopithecinaePapioniniParapapiowhitei	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	NA	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapio	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	NA	Papio		NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapioindet	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Papionini	NA	NA	NA		NA	PrimatesCercopithecidaeCercopithecinaePapionini	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	NA	Papionini/Colobini	NA	NA	NA		NA	PrimatesCercopithecidaePapionini/Colobini	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	baringensis	Theropithecus	Theropithecus gelada	0	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusbaringensis	1	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	brumpti	Theropithecus	Theropithecus gelada	0	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusbrumpti	1	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	darti	Theropithecus	Theropithecus gelada	0	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusdarti	1	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	Theropithecus	Theropithecus gelada	0	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	2	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	Theropithecus		NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	1	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	Theropithecus		NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusindet	1	0	1	0	1	1	0	0
Primates	Cercopithecidae	Cercopithecinae	cf Papionini	NA	NA	NA		NA	PrimatesCercopithecidaeCercopithecinaecf Papionini	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	NA	Lophocebus	NA	Lophocebus		NA	PrimatesCercopithecidaeCercopithecinaeLophocebus	1	0	1	0	0	0	0	0
Primates	Cercopithecidae	NA	NA	Rhinocolobus/Cercopithecoides	NA	NA		NA	PrimatesCercopithecidaeRhinocolobus/Cercopithecoides	1	0	1	1	0	0	0	0
Primates	Cercopithecidae	NA	NA	NA	NA	NA		NA	PrimatesCercopithecidae	1	0	1	NA	NA	0	0	0
Primates	Cercopithecidae	cf Colobinae	NA	NA	NA	NA		NA	PrimatesCercopithecidaecf Colobinae	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	NA	NA	NA	NA	NA		NA	PrimatesCercopithecidaeindet	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	NA		NA	PrimatesCercopithecidaeCercopithecinae	1	0	1	0	NA	0	0	0
Primates	Cercopithecidae	Colobinae/Papioninae	NA	NA	NA	NA		NA	PrimatesCercopithecidaeColobinae/Papioninae	1	0	1	NA	0	0	0	0
Primates	Cercopithecidae	NA	NA	NA	NA	NA		NA	PrimatesCercopithecidaeindetindet	1	0	1	NA	NA	0	0	0
Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	NA		NA	PrimatesCercopithecidaeCercopithecinaeindet	1	0	1	0	NA	0	0	0
Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	NA		NA	PrimatesCercopithecidaeCercopithecinaeindetindet	1	0	1	0	NA	0	0	0
Primates	Cercopithecidae/Carnivora	NA	NA	NA	NA	NA		NA	PrimatesCercopithecidae/Carnivora	1	0	1	NA	NA	0	0	0
Primates	Cercopithecidae/Hominidae	Cercopithecinae	Hominini	NA	NA	NA		NA	PrimatesCercopithecidae/HominidaeCercopithecinaeHominini	1	0	1	0	0	0	0	0
Primates	Cercopithecidae/Hominidae	NA	NA	NA	NA	NA		NA	PrimatesCercopithecidae/Hominidaeindet	1	0	1	NA	NA	0	0	0
Perissodactyla	Chalicotheriidae	NA	NA	NA	NA	NA		NA	PerissodactylaChalicotheriidae	1	1	1	1	1	0	0	0
Proboscidea	Deinotheriidae	NA	NA	Deinotherium	bozasi	Loxodonta		0	ProboscideaDeinotheriidaeDeinotheriumbozasi	1	0	1	1	0	0	0	0
Proboscidea	Deinotheriidae	NA	NA	Deinotherium	NA	Loxodonta		NA	ProboscideaDeinotheriidaeDeinotherium	1	0	1	1	0	0	0	0
Proboscidea	Deinotheriidae	NA	NA	NA	NA	NA		NA	ProboscideaDeinotheriidae	1	0	1	1	0	0	0	0
Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	Loxodonta		0	ProboscideaElephantidaeElephasekorensis	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	nawataensis	Loxodonta		0	ProboscideaElephantidaeElephasnawataensis	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki	Loxodonta		0	ProboscideaElephantidaeElephasrecki	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki atavus	Loxodonta		0	ProboscideaElephantidaeElephasrecki atavus	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki brumpti	Loxodonta		0	ProboscideaElephantidaeElephasrecki brumpti	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki ileretensis	Loxodonta		0	ProboscideaElephantidaeElephasrecki ileretensis	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki recki	Loxodonta		0	ProboscideaElephantidaeElephasrecki recki	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	recki shungurensis	Loxodonta		0	ProboscideaElephantidaeElephasrecki shungurensis	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Elephas	NA	Loxodonta		NA	ProboscideaElephantidaeElephas	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	Loxodonta		0	ProboscideaElephantidaeLoxodontaadaurora	2	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora adaurora	Loxodonta		0	ProboscideaElephantidaeLoxodontaadaurora adaurora	2	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora kararae	Loxodonta		0	ProboscideaElephantidaeLoxodontaadaurora kararae	2	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	audorora	Loxodonta		0	ProboscideaElephantidaeLoxodontaaudorora	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	exoptata	Loxodonta		0	ProboscideaElephantidaeLoxodontaexoptata	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	NA	Loxodonta		NA	ProboscideaElephantidaeLoxodonta	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Loxodonta	NA	Loxodonta		NA	ProboscideaElephantidaeLoxodontaindet	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Primelephas	gomphotheroides	Loxodonta		0	ProboscideaElephantidaePrimelephasgomphotheroides	2	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Primelephas	NA	Loxodonta		NA	ProboscideaElephantidaePrimelephas	2	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Stegotetrabelodon	orbus	Loxodonta		0	ProboscideaElephantidaeStegotetrabelodonorbus	1	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	Stegotetrabelodon/Primelephas	NA	NA		NA	ProboscideaElephantidaeStegotetrabelodon/Primelephas	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	gen	sp	NA		NA	ProboscideaElephantidaegensp	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	NA	NA	NA		NA	ProboscideaElephantidaeindetindet	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	NA	NA	NA		NA	ProboscideaElephantidae	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	NA	NA	NA		NA	ProboscideaElephantidaeindetindetindet	3	0	3	0	1	0	1	1
Proboscidea	Elephantidae	NA	NA	NA	NA	NA		NA	ProboscideaElephantidaeindet	3	0	3	0	1	0	1	1
Perissodactyla	Equidae	NA	Equini	Equus	burchelli	Equus	Equus burchellii	1	PerissodactylaEquidaeEquiniEquusburchelli	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Equini	Equus	grevyi	Equus	Equus grevyi	1	PerissodactylaEquidaeEquiniEquusgrevyi	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Equini	Equus	koobiforensis	Equus		0	PerissodactylaEquidaeEquiniEquuskoobiforensis	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Equini	Equus	tabeti	Equus		0	PerissodactylaEquidaeEquiniEquustabeti	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Equini	Equus	NA	Equus		NA	PerissodactylaEquidaeEquiniEquus	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	cornelianus	Equus		0	PerissodactylaEquidaeHipparioniniEurygnathohippuscornelianus	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	feibeli	Equus		0	PerissodactylaEquidaeHipparioniniEurygnathohippusfeibeli	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	sp	Equus		NA	PerissodactylaEquidaeHipparioniniEurygnathohippussp	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	turkanensis	Equus		0	PerissodactylaEquidaeHipparioniniEurygnathohippusturkanensis	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	Equus		NA	PerissodactylaEquidaeHipparioniniEurygnathohippus	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	Equus		NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	cornelianum	Equus		0	PerissodactylaEquidaeHipparioniniHipparioncornelianum	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	ethiopicum	Equus		0	PerissodactylaEquidaeHipparioniniHipparionethiopicum	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	hasumense	Equus		0	PerissodactylaEquidaeHipparioniniHipparionhasumense	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	sp	Equus		NA	PerissodactylaEquidaeHipparioniniHipparionsp	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	sp A	Equus		NA	PerissodactylaEquidaeHipparioniniHipparionsp A	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	sp B	Equus		NA	PerissodactylaEquidaeHipparioniniHipparionsp B	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	NA	Equus		NA	PerissodactylaEquidaeHipparioniniHipparion	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	NA	Equus		NA	PerissodactylaEquidaeHipparioniniHipparionindet	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hipparion	NA	Equus		NA	ArtiodactylaEquidaeHipparioniniHipparion	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	Hippotherium	primegenium	Equus		0	PerissodactylaEquidaeHipparioniniHippotheriumprimegenium	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	Hipparionini	NA	NA	NA		NA	PerissodactylaEquidaeHipparionini	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	NA	NA	NA	NA		NA	PerissodactylaEquidae	3	2	1	0	1	0	1	1
Perissodactyla	Equidae	NA	NA	NA	NA	NA		NA	PerissodactylaEquidaeindet	3	2	1	0	1	0	1	1
Primates	Galagidae	NA	NA	Galago	NA	Galago		NA	PrimatesGalagidaeGalagoindet	1	0	1	0	0	0	0	0
Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	jumae	Giraffa		0	ArtiodactylaGiraffidaeGiraffiniGiraffajumae	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	pygmaea	Giraffa		0	ArtiodactylaGiraffidaeGiraffiniGiraffapygmaea	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	stillei	Giraffa		0	ArtiodactylaGiraffidaeGiraffiniGiraffastillei	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	NA	Giraffa		NA	ArtiodactylaGiraffidaeGiraffiniGiraffa	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Giraffini	NA	NA	NA		NA	ArtiodactylaGiraffidaeGiraffini	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Sivatheriini	Sivatherium	maurusium	Giraffa		0	ArtiodactylaGiraffidaeSivatheriiniSivatheriummaurusium	2	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Sivatheriini	Sivatherium	NA	Giraffa		NA	ArtiodactylaGiraffidaeSivatheriiniSivatheriumindet	2	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	Sivatheriini	Sivatherium	NA	Giraffa		NA	ArtiodactylaGiraffidaeSivatheriiniSivatherium	2	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	cf Sivatheriini	NA	NA	NA		NA	ArtiodactylaGiraffidaecf Sivatheriini	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	Palaeotraginae	NA	Palaeotragus	germaini	Giraffa		0	ArtiodactylaGiraffidaePalaeotraginaePalaeotragusgermaini	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	Palaeotraginae	NA	Palaeotragus	NA	Giraffa		0	ArtiodactylaGiraffidaePalaeotraginaePalaeotragusindet	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	NA	NA	NA	NA		NA	ArtiodactylaGiraffidae	1	2	1	0	1	0	0	0
Artiodactyla	Giraffidae	NA	NA	NA	NA	NA		NA	ArtiodactylaGiraffidaeindet	1	2	1	0	1	0	0	0
Proboscidea	Gomphotheriidae	NA	NA	Anancus	kenyensis	Loxodonta		0	ProboscideaGomphotheriidaeAnancuskenyensis	1	0	3	0	1	1	0	0
Proboscidea	Gomphotheriidae	NA	NA	Anancus	NA	Loxodonta		NA	ProboscideaGomphotheriidaeAnancus	1	0	3	0	1	1	0	0
Proboscidea	Gomphotheriidae	NA	NA	Stegotetrabelodon	orbus	Loxodonta		0	ProboscideaGomphotheriidaeStegotetrabelodonorbus	1	0	3	0	1	0	1	0
Proboscidea	Gomphotheriidae	NA	NA	NA	NA	NA		NA	ProboscideaGomphotheriidae	1	0	3	0	1	NA	NA	0
Proboscidea	Gomphotheriidae	NA	NA	NA	NA	NA		NA	ProboscideaGomphotheriidaeindetindet	1	0	3	0	1	NA	NA	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	Hippopotamus		0	ArtiodactylaHippopotamidaeHexaprotodonaethiopicus	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	harvardi	Hippopotamus		0	ArtiodactylaHippopotamidaeHexaprotodonharvardi	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	kaisensis	Hippopotamus		0	ArtiodactylaHippopotamidaeHexaprotodonkaisensis	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	Hippopotamus		0	ArtiodactylaHippopotamidaeHexaprotodonkarumensis	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	lothagamensis	Hippopotamus		0	ArtiodactylaHippopotamidaeHexaprotodonlothagamensis	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	NA	Hippopotamus		NA	ArtiodactylaHippopotamidaeHexaprotodonindet	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	NA	Hippopotamus		NA	ArtiodactylaHippopotamidaeHexaprotodon	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	aethiopicus	Hippopotamus		0	ArtiodactylaHippopotamidaeHippopotamusaethiopicus	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	amphibius	Hippopotamus	Hippopotamus amphibius	1	ArtiodactylaHippopotamidaeHippopotamusamphibius	2	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	gorgops	Hippopotamus		0	ArtiodactylaHippopotamidaeHippopotamusgorgops	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	karumensis	Hippopotamus		0	ArtiodactylaHippopotamidaeHippopotamuskarumensis	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	Hippopotamus		0	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	2	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	NA	Hippopotamus		NA	ArtiodactylaHippopotamidaeHippopotamus	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae	NA	NA	NA	NA	NA		NA	ArtiodactylaHippopotamidae	1	0	1	0	1	1	0	0
Artiodactyla	Hippopotamidae/Suidae	NA	NA	NA	NA	NA		NA	ArtiodactylaHippopotamidae/Suidae	NA	NA	1	0	1	1	0	0
Primates	Hominidae	Homininae	Hominini	Australopithecus	afarensis	Pan		0	PrimatesHominidaeHomininaeHomininiAustralopithecusafarensis	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	Pan		0	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	Pan		0	PrimatesHominidaeHomininaeHomininiAustralopithecusboisei	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Australopithecus	NA	Pan		NA	PrimatesHominidaeHomininaeHomininiAustralopithecus	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	erectus	Pan		0	PrimatesHominidaeHomininaeHomininiHomoerectus	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	ergaster	Pan		0	PrimatesHominidaeHomininaeHomininiHomoergaster	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	habilis	Pan		0	PrimatesHominidaeHomininaeHomininiHomohabilis	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	rudolfensis	Pan		0	PrimatesHominidaeHomininaeHomininiHomorudolfensis	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	sp nov	Pan		NA	PrimatesHominidaeHomininaeHomininiHomosp nov	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Homo	NA	Pan		NA	PrimatesHominidaeHomininaeHomininiHomo	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Kenyanthropus	platyops	Pan		0	PrimatesHominidaeHomininaeHomininiKenyanthropusplatyops	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Paranthropus	aethiopicus	Pan		0	PrimatesHominidaeHomininaeHomininiParanthropusaethiopicus	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	Paranthropus	boisei	Pan		0	PrimatesHominidaeHomininaeHomininiParanthropusboisei	1	0	1	0	0	0	0	0
Primates	Hominidae	Homininae	Hominini	NA	NA	NA		NA	PrimatesHominidaeHomininaeHominini	1	0	1	0	0	0	0	0
Primates	Hominidae	NA	NA	NA	NA	NA		NA	PrimatesHominidaeindet	1	0	1	0	0	0	0	0
Primates	Lorisidae	NA	NA	Galago	NA	Galago		NA	PrimatesLorisidaeGalago	1	0	1	0	0	0	0	0
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	mauritanicum	Ceratotherium		0	PerissodactylaRhinocerotidaeDicerotiniCeratotheriummauritanicum	NA	1	1	0	1	0	1	1
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Diceros	praecox	Diceros		0	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	3	2	1	1	1	0	0	0
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	simum	Ceratotherium		0	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumsimum	3	2	1	0	1	0	1	1
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	NA	Ceratotherium		NA	PerissodactylaRhinocerotidaeDicerotiniCeratotherium	3	2	1	0	1	0	1	1
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium/Diceros	NA	NA		NA	PerissodactylaRhinocerotidaeDicerotiniCeratotherium/Diceros	NA	1	1	0	1	0	1	1
Perissodactyla	Rhinocerotidae	NA	Dicerotini	Diceros	bicornis	Diceros	Diceros bicornis	1	PerissodactylaRhinocerotidaeDicerotiniDicerosbicornis	2	1	1	1	1	0	0	0
