UniqueKey	EastWest	Formation	Member	MidMemberAge	Order	Family	Subfamily	Tribe	Genus	Species	TaxonString	ComLocID	noSpecies	ComLoc_raw	ComLoc
26375	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26376	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Suinae	NA	Phacochoerus	NA	ArtiodactylaSuidaeSuinaePhacochoerusindet	130	33	KP >< KP	KP >< KP
26377	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26378	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26379	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26380	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26381	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26382	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26383	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26384	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26385	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	pattersoni	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruspattersoni	130	33	KP >< KP	KP >< KP
26386	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26387	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	Alcelaphini	Damalacra	sp A	ArtiodactylaBovidaeAlcelaphiniDamalacrasp A	130	33	KP >< KP	KP >< KP
26388	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	Alcelaphini	Damalacra	sp A	ArtiodactylaBovidaeAlcelaphiniDamalacrasp A	130	33	KP >< KP	KP >< KP
26389	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Suinae	NA	Phacochoerus	NA	ArtiodactylaSuidaeSuinaePhacochoerusindet	130	33	KP >< KP	KP >< KP
26390	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26391	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26392	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26393	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26394	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26395	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26396	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	NA	ArtiodactylaSuidaeTetraconodontinaeNyanzachoerus	130	33	KP >< KP	KP >< KP
26397	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26398	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26399	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	Papionini	NA	NA	PrimatesCercopithecidaeCercopithecinaePapionini	130	33	KP >< KP	KP >< KP
26400	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26401	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26402	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26403	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26404	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Colobinae	Colobini	Cercopithecoides	NA	PrimatesCercopithecidaeColobinaeColobiniCercopithecoidesindet	130	33	KP >< KP	KP >< KP
26405	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	Bovini	Simatherium	demissum	ArtiodactylaBovidaeBoviniSimatheriumdemissum	130	33	KP >< KP	KP >< KP
26406	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26407	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26408	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Colobinae	Colobini	NA	sp A	PrimatesCercopithecidaeColobinaeColobiniindetsp A	130	33	KP >< KP	KP >< KP
26409	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Colobinae	Colobini	NA	sp B	PrimatesCercopithecidaeColobinaeColobiniindetsp B	130	33	KP >< KP	KP >< KP
26410	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26411	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26412	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	praecox	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	130	33	KP >< KP	KP >< KP
26413	W	Kanapoi	NA	4.16	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	protamphibius	ArtiodactylaHippopotamidaeHippopotamusprotamphibius	130	33	KP >< KP	KP >< KP
26414	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26415	W	Kanapoi	NA	4.16	Proboscidea	Deinotheriidae	NA	NA	Deinotherium	bozasi	ProboscideaDeinotheriidaeDeinotheriumbozasi	130	33	KP >< KP	KP >< KP
26416	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26417	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26418	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26419	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26420	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26421	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	NA	NA	ProboscideaElephantidae	130	33	KP >< KP	KP >< KP
26422	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	NA	NA	ProboscideaElephantidae	130	33	KP >< KP	KP >< KP
26423	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26424	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26425	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26426	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26427	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26428	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	praecox	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	130	33	KP >< KP	KP >< KP
26429	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26430	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26431	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	NA	NA	ProboscideaElephantidae	130	33	KP >< KP	KP >< KP
26432	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26433	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	NA	NA	ProboscideaElephantidae	130	33	KP >< KP	KP >< KP
26434	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26435	W	Kanapoi	NA	4.16	Rodentia	Hystricidae	NA	NA	Hystrix	NA	RodentiaHystricidaeHystrix	130	33	KP >< KP	KP >< KP
26436	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	praecox	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	130	33	KP >< KP	KP >< KP
26437	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26438	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26439	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26440	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	Neotragini	NA	NA	ArtiodactylaBovidaeNeotragini	130	33	KP >< KP	KP >< KP
26441	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Diceros	bicornis	PerissodactylaRhinocerotidaeDicerotiniDicerosbicornis	130	33	KP >< KP	KP >< KP
26442	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	praecox	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	130	33	KP >< KP	KP >< KP
26443	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26444	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26445	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26446	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26447	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26448	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26449	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26450	W	Kanapoi	NA	4.16	Rodentia	Sciuridae	NA	NA	Kubwaxerus	NA	RodentiaSciuridaeKubwaxerus	130	33	KP >< KP	KP >< KP
26451	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26452	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26453	W	Kanapoi	NA	4.16	Primates	Galagidae	NA	NA	Galago	NA	PrimatesGalagidaeGalagoindet	130	33	KP >< KP	KP >< KP
26454	W	Kanapoi	NA	4.16	Rodentia	Hystricidae	NA	NA	Hystrix	NA	RodentiaHystricidaeHystrix	130	33	KP >< KP	KP >< KP
26455	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26456	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26457	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	NA	NA	NA	ArtiodactylaBovidae	130	33	KP >< KP	KP >< KP
26458	W	Kanapoi	NA	4.16	Tubulidentata	Orycteropodidae	NA	NA	Orycteropus	NA	TubulidentataOrycteropodidaeOrycteropus	130	33	KP >< KP	KP >< KP
26459	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	Papionini	NA	NA	PrimatesCercopithecidaeCercopithecinaePapionini	130	33	KP >< KP	KP >< KP
26460	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26461	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	ekorensis	ProboscideaElephantidaeElephasekorensis	130	33	KP >< KP	KP >< KP
26462	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26463	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Colobinae	Colobini	NA	sp A	PrimatesCercopithecidaeColobinaeColobiniindetsp A	130	33	KP >< KP	KP >< KP
26464	W	Kanapoi	NA	4.16	Rodentia	Sciuridae	NA	NA	NA	NA	RodentiaSciuridae	130	33	KP >< KP	KP >< KP
26465	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	NA	NA	NA	PerissodactylaRhinocerotidae	130	33	KP >< KP	KP >< KP
26466	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26467	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26468	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26469	W	Kanapoi	NA	4.16	Rodentia	Hystricidae	NA	NA	Hystrix	NA	RodentiaHystricidaeHystrix	130	33	KP >< KP	KP >< KP
26470	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26471	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora	ProboscideaElephantidaeLoxodontaadaurora	130	33	KP >< KP	KP >< KP
26472	W	Kanapoi	NA	4.16	Proboscidea	Gomphotheriidae	NA	NA	Anancus	NA	ProboscideaGomphotheriidaeAnancus	130	33	KP >< KP	KP >< KP
26473	W	Kanapoi	NA	4.16	Artiodactyla	Bovidae	NA	NA	NA	NA	ArtiodactylaBovidae	130	33	KP >< KP	KP >< KP
26474	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26475	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26476	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26477	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26478	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26479	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Nyanzachoerus	kanamensis	ArtiodactylaSuidaeTetraconodontinaeNyanzachoeruskanamensis	130	33	KP >< KP	KP >< KP
26480	W	Kanapoi	NA	4.16	Proboscidea	Elephantidae	NA	NA	Elephas	recki	ProboscideaElephantidaeElephasrecki	130	33	KP >< KP	KP >< KP
26481	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Diceros	bicornis	PerissodactylaRhinocerotidaeDicerotiniDicerosbicornis	130	33	KP >< KP	KP >< KP
26482	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26483	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26484	W	Kanapoi	NA	4.16	Artiodactyla	Giraffidae	NA	Giraffini	NA	NA	ArtiodactylaGiraffidaeGiraffini	130	33	KP >< KP	KP >< KP
26485	W	Kanapoi	NA	4.16	Carnivora	NA	NA	NA	NA	NA	Carnivora	130	33	KP >< KP	KP >< KP
26486	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26487	W	Kanapoi	NA	4.16	Insectivora	NA	NA	NA	NA	NA	Insectivora	130	33	KP >< KP	KP >< KP
26488	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26489	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Colobinae	Colobini	NA	sp	PrimatesCercopithecidaeColobinaeColobiniindetsp	130	33	KP >< KP	KP >< KP
26490	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26491	W	Kanapoi	NA	4.16	Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	130	33	KP >< KP	KP >< KP
26492	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26493	W	Kanapoi	NA	4.16	Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	130	33	KP >< KP	KP >< KP
26494	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26495	W	Kanapoi	NA	4.16	Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	130	33	KP >< KP	KP >< KP
26496	W	Kanapoi	NA	4.16	Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	130	33	KP >< KP	KP >< KP
26497	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26498	W	Kanapoi	NA	4.16	Primates	Hominidae	Homininae	Hominini	Australopithecus	anamensis	PrimatesHominidaeHomininaeHomininiAustralopithecusanamensis	130	33	KP >< KP	KP >< KP
26499	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26500	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26501	W	Kanapoi	NA	4.16	Rodentia	NA	Gerbillinae	NA	NA	NA	RodentiaGerbillinae	130	33	KP >< KP	KP >< KP
26502	W	Kanapoi	NA	4.16	Rodentia	NA	Gerbillinae	NA	NA	NA	RodentiaGerbillinae	130	33	KP >< KP	KP >< KP
26503	W	Kanapoi	NA	4.16	Rodentia	Muridae	Murinae	NA	NA	NA	RodentiaMuridaeMurinae	130	33	KP >< KP	KP >< KP
26504	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26505	W	Kanapoi	NA	4.16	Rodentia	NA	Gerbillinae	NA	NA	NA	RodentiaGerbillinae	130	33	KP >< KP	KP >< KP
26506	W	Kanapoi	NA	4.16	Chiroptera	NA	NA	NA	NA	NA	Chiropteraindet	130	33	KP >< KP	KP >< KP
26507	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26508	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26509	W	Kanapoi	NA	4.16	Rodentia	Sciuridae	NA	NA	NA	NA	RodentiaSciuridae	130	33	KP >< KP	KP >< KP
26510	W	Kanapoi	NA	4.16	Rodentia	Sciuridae	NA	NA	NA	NA	RodentiaSciuridae	130	33	KP >< KP	KP >< KP
26511	W	Kanapoi	NA	4.16	Rodentia	Sciuridae	NA	NA	NA	NA	RodentiaSciuridae	130	33	KP >< KP	KP >< KP
26512	W	Kanapoi	NA	4.16	Lagomorpha	Leporidae	NA	NA	NA	NA	LagomorphaLeporidae	130	33	KP >< KP	KP >< KP
26513	W	Kanapoi	NA	4.16	Lagomorpha	Leporidae	NA	NA	NA	NA	LagomorphaLeporidae	130	33	KP >< KP	KP >< KP
26514	W	Kanapoi	NA	4.16	Rodentia	Muridae	Murinae	NA	NA	NA	RodentiaMuridaeMurinae	130	33	KP >< KP	KP >< KP
26515	W	Kanapoi	NA	4.16	Rodentia	Muridae	Murinae	NA	NA	NA	RodentiaMuridaeMurinae	130	33	KP >< KP	KP >< KP
26516	W	Kanapoi	NA	4.16	Rodentia	Muridae	NA	NA	Saccostomus	NA	RodentiaMuridaeSaccostomusindet	130	33	KP >< KP	KP >< KP
26517	W	Kanapoi	NA	4.16	Rodentia	NA	Gerbillinae	NA	NA	NA	RodentiaGerbillinae	130	33	KP >< KP	KP >< KP
26518	W	Kanapoi	NA	4.16	Rodentia	NA	NA	NA	NA	NA	Rodentia	130	33	KP >< KP	KP >< KP
26519	W	Kanapoi	NA	4.16	Rodentia	Muridae	Murinae	NA	NA	NA	RodentiaMuridaeMurinae	130	33	KP >< KP	KP >< KP
26520	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	NA	NA	NA	PrimatesCercopithecidaeCercopithecinaeindetindet	130	33	KP >< KP	KP >< KP
26521	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	130	33	KP >< KP	KP >< KP
26522	W	Kanapoi	NA	4.16	Primates	Cercopithecidae	Cercopithecinae	Papionini	Parapapio	NA	PrimatesCercopithecidaeCercopithecinaePapioniniParapapio	130	33	KP >< KP	KP >< KP
26523	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	NA	NA	NA	NA	ArtiodactylaSuidae	130	33	KP >< KP	KP >< KP
26524	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Cainochoerinae	NA	Cainochoerus	africanus	ArtiodactylaSuidaeCainochoerinaeCainochoerusafricanus	130	33	KP >< KP	KP >< KP
26525	W	Kanapoi	NA	4.16	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	jaegeri	ArtiodactylaSuidaeTetraconodontinaeNotochoerusjaegeri	130	33	KP >< KP	KP >< KP
26526	W	Kanapoi	NA	4.16	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	praecox	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumpraecox	130	33	KP >< KP	KP >< KP
26527	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26528	W	Kanapoi	NA	4.16	Perissodactyla	Equidae	NA	Hipparionini	Eurygnathohippus	NA	PerissodactylaEquidaeHipparioniniEurygnathohippusindet	130	33	KP >< KP	KP >< KP
26529	W	Kanapoi	NA	4.16	Proboscidea	Deinotheriidae	NA	NA	Deinotherium	bozasi	ProboscideaDeinotheriidaeDeinotheriumbozasi	130	33	KP >< KP	KP >< KP
