SITE	lon_bio	lat_bio	bio1	bio12	NPP
92492	25.78	-5.55	253	1245	1688
92493	26.23	-5.55	248	1226	1671
92494	26.68	-5.55	240	1243	1686
92495	27.13	-5.55	244	1196	1644
92496	27.58	-5.55	243	1182	1631
92497	28.03	-5.55	237	1178	1628
92498	28.49	-5.55	216	1244	1687
92499	28.94	-5.55	201	1292	1728
92502	30.29	-5.55	221	1051	1507
92503	30.74	-5.55	206	1111	1565
92504	31.19	-5.55	229	1037	1493
92505	31.65	-5.55	236	1018	1474
92506	32.1	-5.55	238	1006	1462
92507	32.55	-5.55	236	972	1427
92508	33	-5.55	226	979	1434
92509	33.45	-5.55	230	874	1321
92510	33.9	-5.55	223	720	1140
92511	34.35	-5.55	218	634	1031
92512	34.8	-5.55	210	608	996
92513	35.26	-5.55	233	591	974
92514	35.71	-5.55	214	644	1044
92515	36.16	-5.55	209	695	1109
92516	36.61	-5.55	198	690	1103
92517	37.06	-5.55	192	724	1145
92518	37.51	-5.55	217	918	1369
92519	37.96	-5.55	224	941	1394
92521	38.87	-5.55	263	1250	1692
93260	12.1	-5.1	249	899	1349
93261	12.55	-5.1	251	1095	1550
93262	13	-5.1	246	1242	1685
93263	13.45	-5.1	227	1265	1705
93264	13.9	-5.1	249	1157	1609
93265	14.35	-5.1	254	1156	1608
93266	14.81	-5.1	232	1342	1769
93267	15.26	-5.1	236	1454	1858
93270	16.61	-5.1	235	1623	1979
93271	17.06	-5.1	234	1629	1983
93272	17.51	-5.1	247	1543	1923
93273	17.96	-5.1	246	1563	1937
93274	18.41	-5.1	242	1618	1975
93275	18.86	-5.1	250	1599	1962
93276	19.31	-5.1	241	1646	1994
93277	19.77	-5.1	252	1582	1951
93278	20.22	-5.1	250	1599	1962
93279	20.67	-5.1	244	1630	1984
93280	21.12	-5.1	250	1592	1958
93281	21.57	-5.1	247	1628	1982
93282	22.02	-5.1	249	1649	1996
93283	22.47	-5.1	251	1652	1998
93284	22.92	-5.1	249	1660	2004
93285	23.37	-5.1	251	1641	1991
93286	23.82	-5.1	257	1584	1952
93287	24.28	-5.1	248	1606	1967
93288	24.73	-5.1	248	1572	1944
93289	25.18	-5.1	249	1452	1856
93290	25.63	-5.1	252	1367	1790
93291	26.08	-5.1	253	1309	1742
93292	26.53	-5.1	251	1301	1735
93293	26.98	-5.1	252	1282	1719
93294	27.43	-5.1	241	1310	1743
93295	27.88	-5.1	234	1284	1721
93296	28.33	-5.1	225	1261	1701
93297	28.78	-5.1	229	1181	1631
93300	30.14	-5.1	219	1056	1512
93301	30.59	-5.1	220	999	1455
93302	31.04	-5.1	225	984	1439
93303	31.49	-5.1	230	990	1445
93304	31.94	-5.1	234	994	1449
93305	32.39	-5.1	234	1000	1456
93306	32.84	-5.1	231	959	1413
93307	33.29	-5.1	228	953	1407
93308	33.74	-5.1	233	788	1222
93309	34.2	-5.1	231	658	1062
93310	34.65	-5.1	205	634	1031
93311	35.1	-5.1	213	584	964
93312	35.55	-5.1	215	616	1007
93313	36	-5.1	203	678	1087
93314	36.45	-5.1	199	636	1033
93315	36.9	-5.1	205	604	991
93316	37.35	-5.1	209	637	1035
93317	37.8	-5.1	223	741	1166
93318	38.25	-5.1	238	903	1353
94059	11.97	-4.66	246	1281	1719
94060	12.42	-4.66	247	1227	1672
94061	12.87	-4.66	235	1277	1715
94062	13.32	-4.66	239	1233	1677
94063	13.77	-4.66	246	1202	1649
94064	14.22	-4.66	237	1279	1717
94065	14.67	-4.66	235	1310	1743
94066	15.13	-4.66	244	1353	1778
94067	15.58	-4.66	245	1442	1848
94068	16.03	-4.66	237	1557	1933
94069	16.48	-4.66	239	1584	1952
94070	16.93	-4.66	249	1537	1919
94071	17.38	-4.66	244	1579	1949
94072	17.83	-4.66	247	1550	1928
94073	18.28	-4.66	244	1565	1939
94074	18.73	-4.66	252	1548	1927
94075	19.18	-4.66	252	1584	1952
94076	19.63	-4.66	248	1629	1983
94077	20.08	-4.66	253	1614	1973
94078	20.53	-4.66	249	1656	2001
94079	20.98	-4.66	252	1646	1994
94080	21.43	-4.66	246	1690	2023
94081	21.88	-4.66	247	1698	2028
94082	22.34	-4.66	250	1684	2019
94083	22.79	-4.66	247	1699	2029
94084	23.24	-4.66	255	1661	2004
94085	23.69	-4.66	249	1670	2010
94086	24.14	-4.66	249	1643	1992
94089	25.49	-4.66	250	1461	1863
94090	25.94	-4.66	256	1366	1789
94091	26.39	-4.66	254	1365	1788
94092	26.84	-4.66	251	1401	1817
94093	27.29	-4.66	249	1387	1806
94094	27.74	-4.66	236	1401	1817
94095	28.19	-4.66	241	1260	1701
94096	28.64	-4.66	234	1204	1651
94097	29.1	-4.66	226	1197	1645
94099	30	-4.66	195	1330	1760
94100	30.45	-4.66	215	1068	1524
94101	30.9	-4.66	219	1011	1467
94102	31.35	-4.66	227	961	1415
94103	31.8	-4.66	230	940	1393
94104	32.25	-4.66	235	927	1379
94105	32.7	-4.66	235	905	1355
94106	33.15	-4.66	230	818	1257
94107	33.6	-4.66	228	790	1225
94108	34.05	-4.66	235	702	1118
94109	34.5	-4.66	211	711	1129
94110	34.95	-4.66	195	704	1120
94112	35.86	-4.66	217	723	1144
94113	36.31	-4.66	219	634	1031
94114	36.76	-4.66	219	575	952
94115	37.21	-4.66	207	612	1002
94116	37.66	-4.66	222	643	1043
94117	38.11	-4.66	232	501	849
94118	38.56	-4.66	218	943	1396
94119	39.01	-4.66	257	1002	1458
94857	11.4	-4.21	256	1355	1780
94858	11.85	-4.21	257	1331	1760
94859	12.3	-4.21	236	1398	1814
94860	12.75	-4.21	244	1219	1665
94861	13.21	-4.21	256	1162	1613
94862	13.66	-4.21	254	1191	1640
94863	14.11	-4.21	254	1256	1697
94864	14.56	-4.21	242	1430	1839
94865	15.01	-4.21	251	1383	1802
94866	15.46	-4.21	256	1397	1814
94867	15.91	-4.21	236	1551	1929
94868	16.36	-4.21	240	1560	1935
94869	16.81	-4.21	248	1550	1928
94870	17.26	-4.21	250	1559	1935
94871	17.71	-4.21	246	1574	1945
94872	18.16	-4.21	248	1499	1891
94873	18.61	-4.21	249	1515	1903
94874	19.06	-4.21	253	1572	1944
94875	19.51	-4.21	251	1623	1979
94876	19.96	-4.21	254	1633	1986
94877	20.41	-4.21	250	1674	2013
94878	20.86	-4.21	247	1710	2036
94879	21.31	-4.21	247	1720	2043
94880	21.76	-4.21	248	1722	2044
94881	22.21	-4.21	245	1734	2051
94882	22.66	-4.21	246	1722	2044
94883	23.11	-4.21	251	1710	2036
94884	23.56	-4.21	251	1703	2032
94885	24.01	-4.21	250	1675	2013
94887	24.91	-4.21	252	1565	1939
94888	25.37	-4.21	253	1505	1896
94889	25.82	-4.21	254	1445	1851
94891	26.72	-4.21	251	1479	1876
94892	27.17	-4.21	244	1512	1901
94893	27.62	-4.21	237	1489	1884
94894	28.07	-4.21	242	1347	1773
94895	28.52	-4.21	214	1380	1800
94896	28.97	-4.21	233	1186	1635
94899	30.32	-4.21	208	1157	1609
94900	30.77	-4.21	216	1061	1517
94901	31.22	-4.21	224	974	1429
94902	31.67	-4.21	229	906	1356
94903	32.12	-4.21	231	857	1302
94904	32.57	-4.21	229	885	1333
94905	33.02	-4.21	231	834	1276
94906	33.47	-4.21	230	810	1248
94907	33.92	-4.21	237	738	1162
94908	34.37	-4.21	204	805	1242
94909	34.82	-4.21	200	731	1154
94910	35.27	-4.21	182	782	1215
94911	35.72	-4.21	202	827	1268
94912	36.17	-4.21	213	692	1105
94913	36.62	-4.21	201	609	998
94914	37.07	-4.21	200	611	1000
94915	37.53	-4.21	241	796	1232
94916	37.98	-4.21	191	1060	1516
94917	38.43	-4.21	234	738	1162
94918	38.88	-4.21	234	791	1226
94919	39.33	-4.21	250	974	1429
95657	11.3	-3.76	255	1420	1831
95658	11.75	-3.76	245	1404	1819
95659	12.2	-3.76	253	1288	1724
95660	12.65	-3.76	255	1241	1684
95661	13.1	-3.76	252	1252	1694
95662	13.55	-3.76	233	1467	1867
95663	14	-3.76	239	1487	1882
95664	14.45	-3.76	244	1571	1943
95665	14.9	-3.76	247	1609	1969
95667	15.8	-3.76	236	1563	1937
95668	16.25	-3.76	243	1513	1901
95669	16.7	-3.76	246	1553	1930
95670	17.15	-3.76	254	1574	1945
95671	17.6	-3.76	252	1587	1954
95672	18.05	-3.76	252	1536	1918
95674	18.95	-3.76	253	1599	1962
95675	19.4	-3.76	249	1665	2007
95676	19.85	-3.76	246	1711	2037
95677	20.3	-3.76	247	1733	2051
95678	20.75	-3.76	245	1767	2072
95679	21.2	-3.76	242	1793	2088
95680	21.65	-3.76	246	1777	2078
95681	22.1	-3.76	243	1773	2076
95682	22.55	-3.76	242	1752	2063
95683	23	-3.76	245	1749	2061
95684	23.45	-3.76	249	1759	2067
95685	23.9	-3.76	252	1715	2039
95686	24.35	-3.76	252	1662	2005
95687	24.8	-3.76	254	1603	1965
95688	25.25	-3.76	253	1563	1937
95689	25.7	-3.76	255	1532	1915
95690	26.15	-3.76	254	1541	1922
95691	26.6	-3.76	246	1617	1975
95692	27.05	-3.76	244	1638	1989
95693	27.5	-3.76	235	1620	1977
95694	27.95	-3.76	211	1633	1986
95695	28.4	-3.76	183	1707	2034
95696	28.85	-3.76	141	1886	1769
95698	29.75	-3.76	165	1306	1740
95699	30.2	-3.76	212	1199	1647
95700	30.65	-3.76	206	1165	1616
95701	31.1	-3.76	218	1012	1468
95702	31.55	-3.76	224	939	1392
95703	32	-3.76	228	875	1322
95704	32.46	-3.76	227	846	1289
95705	32.91	-3.76	234	952	1406
95706	33.36	-3.76	237	871	1318
95707	33.81	-3.76	236	782	1215
95708	34.26	-3.76	232	730	1152
95709	34.71	-3.76	230	681	1091
95710	35.16	-3.76	207	693	1106
95711	35.61	-3.76	171	1039	1495
95712	36.06	-3.76	213	705	1121
95713	36.51	-3.76	197	816	1255
95714	36.96	-3.76	217	673	1081
95715	37.41	-3.76	235	490	833
95716	37.86	-3.76	235	592	975
95717	38.31	-3.76	233	661	1066
95718	38.76	-3.76	239	627	1022
95719	39.21	-3.76	242	685	1096
95720	39.66	-3.76	244	1100	1555
96456	10.76	-3.31	248	1675	2013
96457	11.21	-3.31	235	1604	1966
96458	11.66	-3.31	249	1437	1845
96459	12.11	-3.31	255	1303	1737
96460	12.56	-3.31	252	1330	1760
96461	13.01	-3.31	239	1524	1909
96462	13.46	-3.31	231	1674	2013
96463	13.91	-3.31	230	1754	2064
96464	14.36	-3.31	237	1786	2084
96465	14.81	-3.31	240	1783	2082
96466	15.26	-3.31	240	1729	2048
96467	15.71	-3.31	235	1674	2013
96468	16.16	-3.31	247	1483	1879
96469	16.61	-3.31	249	1529	1913
96470	17.06	-3.31	258	1564	1938
96471	17.51	-3.31	257	1606	1967
96472	17.96	-3.31	253	1591	1957
96473	18.4	-3.31	251	1617	1975
96474	18.85	-3.31	253	1645	1994
96475	19.3	-3.31	252	1697	2028
96476	19.75	-3.31	250	1743	2057
96477	20.2	-3.31	249	1775	2077
96478	20.65	-3.31	249	1800	2092
96479	21.1	-3.31	246	1836	2114
96480	21.55	-3.31	244	1848	2121
96481	22	-3.31	242	1830	2110
96482	22.45	-3.31	244	1780	2080
96483	22.9	-3.31	245	1743	2057
96484	23.35	-3.31	252	1780	2080
96485	23.8	-3.31	249	1735	2052
96486	24.25	-3.31	248	1697	2028
96487	24.7	-3.31	250	1654	2000
96488	25.15	-3.31	253	1613	1972
96489	25.6	-3.31	254	1597	1961
96490	26.05	-3.31	249	1657	2002
96491	26.5	-3.31	246	1754	2064
96492	26.95	-3.31	235	1850	2122
96493	27.4	-3.31	229	1825	2107
96494	27.85	-3.31	241	1593	1958
96495	28.3	-3.31	204	1656	2001
96496	28.75	-3.31	169	1796	2002
96501	31	-3.31	211	991	1446
96502	31.45	-3.31	217	976	1431
96503	31.9	-3.31	219	1016	1472
96504	32.35	-3.31	224	941	1394
96505	32.8	-3.31	231	895	1344
96506	33.25	-3.31	234	790	1225
96507	33.7	-3.31	231	784	1217
96508	34.15	-3.31	225	799	1235
96509	34.6	-3.31	205	868	1314
96510	35.05	-3.31	192	847	1290
96511	35.5	-3.31	165	983	1438
96512	35.95	-3.31	218	609	998
96513	36.4	-3.31	187	886	1334
96514	36.85	-3.31	186	1154	1606
96515	37.3	-3.31	218	1111	1565
96516	37.75	-3.31	224	683	1094
96517	38.2	-3.31	222	773	1204
96518	38.65	-3.31	252	652	1054
96519	39.1	-3.31	249	674	1082
96520	39.55	-3.31	252	746	1172
96521	40	-3.31	260	1084	1539
97256	10.23	-2.86	252	1770	2074
97257	10.68	-2.86	244	1699	2029
97258	11.13	-2.86	243	1600	1963
97259	11.58	-2.86	252	1537	1919
97260	12.03	-2.86	252	1508	1898
97261	12.47	-2.86	233	1675	2013
97262	12.92	-2.86	229	1765	2071
97263	13.37	-2.86	231	1818	2103
97264	13.82	-2.86	235	1883	2141
97265	14.27	-2.86	233	1956	2181
97266	14.72	-2.86	245	1826	2108
97267	15.17	-2.86	241	1798	2091
97268	15.62	-2.86	251	1654	2000
97269	16.07	-2.86	243	1645	1994
97270	16.52	-2.86	249	1555	1932
97271	16.97	-2.86	255	1500	1892
97272	17.42	-2.86	258	1441	1848
97273	17.87	-2.86	254	1606	1967
97274	18.32	-2.86	255	1659	2003
97275	18.77	-2.86	253	1714	2039
97276	19.22	-2.86	253	1753	2063
97277	19.67	-2.86	250	1805	2095
97278	20.12	-2.86	249	1836	2114
97279	20.57	-2.86	247	1870	2133
97280	21.02	-2.86	245	1901	2151
97281	21.47	-2.86	241	1934	2169
97282	21.92	-2.86	241	1928	2166
97283	22.37	-2.86	240	1839	2115
97284	22.82	-2.86	240	1728	2048
97285	23.27	-2.86	243	1736	2053
97286	23.72	-2.86	250	1733	2051
97287	24.17	-2.86	248	1712	2037
97288	24.62	-2.86	251	1688	2022
97289	25.07	-2.86	252	1663	2006
97290	25.52	-2.86	252	1651	1998
97291	25.97	-2.86	252	1686	2021
97292	26.42	-2.86	247	1892	2146
97293	26.87	-2.86	242	1997	2203
97294	27.32	-2.86	236	2005	2208
97295	27.77	-2.86	239	1748	2060
97296	28.21	-2.86	226	1560	1935
97297	28.66	-2.86	185	1671	2011
97299	29.56	-2.86	182	1423	1834
97300	30.01	-2.86	190	1135	1588
97301	30.46	-2.86	197	980	1435
97302	30.91	-2.86	209	916	1367
97303	31.36	-2.86	208	984	1439
97304	31.81	-2.86	221	944	1397
97305	32.26	-2.86	217	1019	1475
97306	32.71	-2.86	229	957	1411
97307	33.16	-2.86	230	872	1319
97308	33.61	-2.86	227	868	1314
97309	34.06	-2.86	221	838	1280
97310	34.51	-2.86	204	896	1345
97311	34.96	-2.86	193	792	1227
97312	35.41	-2.86	196	540	904
97313	35.86	-2.86	151	954	1408
97314	36.31	-2.86	207	605	992
97315	36.76	-2.86	208	601	987
97316	37.21	-2.86	180	815	1254
97317	37.66	-2.86	204	924	1376
97318	38.11	-2.86	226	662	1067
97319	38.56	-2.86	251	968	1422
97320	39.01	-2.86	258	739	1163
97321	39.46	-2.86	256	691	1104
98056	9.71	-2.41	254	1913	2158
98057	10.16	-2.41	258	1853	2123
98058	10.61	-2.41	257	1798	2091
98059	11.06	-2.41	247	1814	2100
98060	11.51	-2.41	257	1730	2049
98061	11.96	-2.41	243	1755	2065
98062	12.41	-2.41	227	1841	2116
98063	12.85	-2.41	231	1854	2124
98064	13.3	-2.41	232	1902	2152
98065	13.75	-2.41	237	1959	2183
98068	15.1	-2.41	234	1975	2192
98069	15.55	-2.41	238	1859	2127
98070	16	-2.41	253	1646	1994
98071	16.45	-2.41	254	1575	1946
98072	16.9	-2.41	254	1525	1910
98073	17.35	-2.41	255	1485	1881
98074	17.8	-2.41	257	1552	1930
98075	18.25	-2.41	258	1693	2025
98076	18.7	-2.41	256	1768	2073
98077	19.15	-2.41	254	1815	2101
98078	19.6	-2.41	253	1857	2126
98079	20.05	-2.41	249	1903	2152
98080	20.5	-2.41	247	1929	2167
98081	20.95	-2.41	244	1959	2183
98082	21.4	-2.41	243	1981	2195
98083	21.85	-2.41	240	1994	2202
98084	22.3	-2.41	246	1914	2158
98085	22.75	-2.41	248	1842	2117
98086	23.19	-2.41	248	1834	2112
98087	23.64	-2.41	246	1780	2080
98088	24.09	-2.41	245	1753	2063
98089	24.54	-2.41	250	1731	2050
98090	24.99	-2.41	251	1722	2044
98091	25.44	-2.41	250	1728	2048
98092	25.89	-2.41	248	1782	2081
98093	26.34	-2.41	244	2104	2258
98096	27.69	-2.41	237	1848	2121
98097	28.14	-2.41	201	1773	2076
98098	28.59	-2.41	163	1776	1954
98099	29.04	-2.41	186	1411	1824
98100	29.49	-2.41	163	1438	1845
98102	30.39	-2.41	208	875	1322
98103	30.84	-2.41	202	908	1358
98104	31.29	-2.41	216	1079	1535
98105	31.74	-2.41	218	1171	1621
98106	32.19	-2.41	221	1169	1620
98108	33.08	-2.41	227	1043	1499
98109	33.53	-2.41	228	1000	1456
98110	33.98	-2.41	220	935	1388
98111	34.43	-2.41	216	874	1321
98112	34.88	-2.41	204	813	1251
98113	35.33	-2.41	177	796	1232
98114	35.78	-2.41	222	530	890
98115	36.23	-2.41	240	468	801
98116	36.68	-2.41	204	591	974
98117	37.13	-2.41	214	604	991
98118	37.58	-2.41	218	661	1066
98119	38.03	-2.41	235	607	995
98120	38.48	-2.41	254	694	1108
98121	38.93	-2.41	259	702	1118
98122	39.38	-2.41	260	667	1073
98123	39.83	-2.41	260	691	1104
98124	40.28	-2.41	270	865	1311
98125	40.73	-2.41	268	1030	1486
98857	9.65	-1.96	255	1976	2192
98858	10.1	-1.96	257	1954	2180
98859	10.55	-1.96	247	2037	2224
98860	11	-1.96	265	2001	2206
98861	11.45	-1.96	249	1970	2189
98862	11.9	-1.96	229	1946	2176
98863	12.35	-1.96	225	1925	2164
98864	12.8	-1.96	227	1945	2175
98865	13.25	-1.96	236	1926	2165
98866	13.7	-1.96	242	1910	2156
98867	14.15	-1.96	233	2097	2255
98870	15.49	-1.96	254	1797	2090
98871	15.94	-1.96	253	1756	2065
98872	16.39	-1.96	259	1586	1953
98873	16.84	-1.96	257	1544	1924
98874	17.29	-1.96	255	1567	1940
98875	17.74	-1.96	257	1626	1981
98877	18.64	-1.96	257	1834	2112
98878	19.09	-1.96	255	1886	2142
98879	19.54	-1.96	252	1928	2166
98880	19.99	-1.96	249	1966	2187
98881	20.44	-1.96	246	1986	2198
98885	22.23	-1.96	246	1945	2175
98886	22.68	-1.96	248	1889	2144
98887	23.13	-1.96	249	1872	2134
98888	23.58	-1.96	246	1833	2112
98889	24.03	-1.96	245	1800	2092
98890	24.48	-1.96	242	1794	2088
98891	24.93	-1.96	249	1778	2079
98892	25.38	-1.96	249	1793	2088
98893	25.83	-1.96	247	1873	2135
98894	26.28	-1.96	245	2009	2210
98895	26.73	-1.96	241	2081	2247
98896	27.18	-1.96	234	2027	2219
98897	27.63	-1.96	205	1985	2197
98898	28.08	-1.96	209	1774	2076
98899	28.53	-1.96	190	1691	2024
98900	28.98	-1.96	197	1376	1797
98901	29.43	-1.96	166	1418	1830
98904	30.77	-1.96	210	924	1376
98905	31.22	-1.96	212	1173	1623
98910	33.47	-1.96	228	1040	1496
98911	33.92	-1.96	221	985	1440
98912	34.37	-1.96	221	939	1392
98913	34.82	-1.96	211	907	1357
98914	35.27	-1.96	172	933	1385
98915	35.72	-1.96	157	891	1340
98916	36.17	-1.96	249	472	807
98917	36.62	-1.96	215	523	880
98918	37.07	-1.96	202	534	896
98919	37.52	-1.96	217	783	1216
98920	37.96	-1.96	228	673	1081
98921	38.41	-1.96	246	628	1023
98922	38.86	-1.96	258	637	1035
98923	39.31	-1.96	264	607	995
98924	39.76	-1.96	268	597	982
98925	40.21	-1.96	271	684	1095
98926	40.66	-1.96	270	790	1225
98927	41.11	-1.96	270	796	1232
99659	9.61	-1.51	257	2004	2207
99660	10.06	-1.51	260	1999	2204
99661	10.5	-1.51	260	2019	2215
99662	10.95	-1.51	254	2071	2242
99664	11.85	-1.51	231	1975	2192
99665	12.3	-1.51	231	1884	2141
99666	12.75	-1.51	236	1868	2132
99667	13.2	-1.51	245	1881	2140
99668	13.65	-1.51	244	1858	2126
99671	15	-1.51	251	1887	2143
99672	15.45	-1.51	247	1865	2130
99673	15.9	-1.51	253	1734	2051
99674	16.35	-1.51	258	1602	1965
99675	16.79	-1.51	258	1574	1945
99676	17.24	-1.51	253	1623	1979
99677	17.69	-1.51	256	1686	2021
99678	18.14	-1.51	256	1803	2094
99679	18.59	-1.51	256	1897	2149
99680	19.04	-1.51	254	1964	2186
99681	19.49	-1.51	253	1988	2199
99682	19.94	-1.51	251	2021	2216
99687	22.19	-1.51	246	1963	2185
99688	22.64	-1.51	248	1912	2157
99689	23.09	-1.51	246	1886	2142
99690	23.53	-1.51	245	1868	2132
99691	23.98	-1.51	246	1845	2119
99692	24.43	-1.51	248	1823	2106
99693	24.88	-1.51	249	1818	2103
99694	25.33	-1.51	248	1838	2115
99695	25.78	-1.51	247	1881	2140
99696	26.23	-1.51	244	1951	2179
99697	26.68	-1.51	240	1991	2200
99698	27.13	-1.51	228	1977	2193
99699	27.58	-1.51	231	1807	2096
99700	28.03	-1.51	233	1609	1969
99701	28.48	-1.51	202	1621	1977
99702	28.93	-1.51	164	1712	1962
99703	29.38	-1.51	136	1748	1726
99704	29.83	-1.51	169	1177	1627
99706	30.72	-1.51	211	971	1426
99707	31.17	-1.51	210	1153	1605
99708	31.62	-1.51	210	1683	2019
99713	33.87	-1.51	231	903	1353
99714	34.32	-1.51	227	1013	1469
99715	34.77	-1.51	208	1115	1569
99716	35.22	-1.51	194	952	1406
99717	35.67	-1.51	149	929	1381
99718	36.12	-1.51	216	648	1049
99719	36.56	-1.51	198	687	1099
99720	37.01	-1.51	192	578	956
99721	37.46	-1.51	211	821	1261
99722	37.91	-1.51	223	840	1283
99723	38.36	-1.51	245	708	1125
99724	38.81	-1.51	259	638	1036
99725	39.26	-1.51	265	556	926
99726	39.71	-1.51	271	502	850
99727	40.16	-1.51	273	495	840
99728	40.61	-1.51	272	553	922
99729	41.06	-1.51	272	569	944
99730	41.51	-1.51	271	543	908
100460	9.12	-1.06	257	2018	2214
100462	10.02	-1.06	260	2026	2219
100466	11.82	-1.06	249	1857	2126
100467	12.27	-1.06	246	1705	2033
100468	12.72	-1.06	247	1692	2025
100469	13.17	-1.06	252	1717	2041
100470	13.62	-1.06	247	1777	2078
100471	14.06	-1.06	238	1872	2134
100473	14.96	-1.06	248	1865	2130
100474	15.41	-1.06	250	1796	2090
100475	15.86	-1.06	255	1701	2030
100476	16.31	-1.06	256	1634	1986
100477	16.76	-1.06	257	1597	1961
100478	17.21	-1.06	258	1619	1976
100479	17.66	-1.06	254	1714	2039
100480	18.11	-1.06	253	1830	2110
100481	18.56	-1.06	252	1926	2165
100482	19.01	-1.06	252	1993	2201
100483	19.46	-1.06	254	2028	2220
100490	22.6	-1.06	247	1930	2167
100491	23.05	-1.06	248	1905	2153
100492	23.5	-1.06	246	1900	2150
100493	23.95	-1.06	246	1883	2141
100494	24.4	-1.06	245	1869	2133
100495	24.85	-1.06	248	1843	2118
100496	25.3	-1.06	248	1850	2122
100497	25.74	-1.06	247	1872	2134
100498	26.19	-1.06	244	1904	2153
100499	26.64	-1.06	242	1906	2154
100500	27.09	-1.06	239	1852	2123
100501	27.54	-1.06	235	1749	2061
100502	27.99	-1.06	227	1634	1986
100503	28.44	-1.06	224	1447	1852
100504	28.89	-1.06	175	1655	2000
100505	29.34	-1.06	231	1059	1515
100506	29.79	-1.06	150	1321	1752
100508	30.69	-1.06	202	971	1426
100509	31.14	-1.06	202	975	1430
100510	31.58	-1.06	208	1413	1826
100516	34.28	-1.06	222	1219	1665
100517	34.73	-1.06	181	1546	1925
100518	35.18	-1.06	188	1160	1611
100519	35.63	-1.06	168	902	1352
100520	36.08	-1.06	161	737	1161
100521	36.53	-1.06	188	869	1315
100522	36.98	-1.06	193	875	1322
100523	37.42	-1.06	213	745	1171
100524	37.87	-1.06	213	793	1228
100525	38.32	-1.06	225	861	1306
100526	38.77	-1.06	257	643	1043
100527	39.22	-1.06	271	496	842
100528	39.67	-1.06	277	441	762
100529	40.12	-1.06	276	426	739
100530	40.57	-1.06	276	438	757
100531	41.02	-1.06	274	453	779
100532	41.47	-1.06	273	451	776
100533	41.92	-1.06	271	452	778
101267	11.35	-0.61	234	1975	2192
101268	11.8	-0.61	256	1706	2034
101269	12.25	-0.61	255	1613	1972
101270	12.69	-0.61	250	1640	1990
101271	13.14	-0.61	247	1682	2018
101272	13.59	-0.61	248	1684	2019
101273	14.04	-0.61	246	1712	2037
101274	14.49	-0.61	240	1785	2083
101275	14.94	-0.61	249	1762	2069
101276	15.39	-0.61	252	1733	2051
101277	15.84	-0.61	252	1688	2022
101278	16.29	-0.61	254	1652	1998
101279	16.74	-0.61	255	1634	1986
101280	17.19	-0.61	255	1654	2000
101281	17.64	-0.61	255	1714	2039
101282	18.08	-0.61	252	1816	2102
101283	18.53	-0.61	251	1884	2141
101284	18.98	-0.61	252	1966	2187
101285	19.43	-0.61	257	2014	2212
101293	23.03	-0.61	247	1957	2182
101294	23.48	-0.61	247	1934	2169
101295	23.92	-0.61	247	1911	2157
101296	24.37	-0.61	248	1887	2143
101297	24.82	-0.61	247	1858	2126
101298	25.27	-0.61	248	1843	2118
101299	25.72	-0.61	246	1858	2126
101300	26.17	-0.61	246	1864	2130
101301	26.62	-0.61	244	1858	2126
101302	27.07	-0.61	232	1862	2129
101303	27.52	-0.61	230	1766	2071
101304	27.97	-0.61	223	1647	1995
101305	28.42	-0.61	222	1458	1861
101306	28.87	-0.61	176	1551	1929
101311	31.11	-0.61	205	848	1292
101318	34.26	-0.61	222	1218	1664
101319	34.7	-0.61	204	1738	2054
101321	35.6	-0.61	147	1175	1625
101322	36.05	-0.61	141	913	1364
101323	36.5	-0.61	136	1097	1552
101324	36.95	-0.61	167	1569	1942
101325	37.4	-0.61	210	1008	1464
101326	37.85	-0.61	235	706	1123
101327	38.3	-0.61	229	704	1120
101328	38.75	-0.61	252	534	896
101329	39.2	-0.61	271	436	754
101330	39.65	-0.61	286	392	688
101331	40.09	-0.61	282	392	688
101332	40.54	-0.61	279	392	688
101333	40.99	-0.61	278	398	697
101334	41.44	-0.61	277	402	703
101335	41.89	-0.61	274	399	698
102068	10.89	-0.16	257	1977	2193
102069	11.34	-0.16	253	1794	2088
102070	11.79	-0.16	258	1599	1962
102071	12.24	-0.16	256	1548	1927
102072	12.68	-0.16	244	1633	1986
102073	13.13	-0.16	235	1706	2034
102074	13.58	-0.16	245	1646	1994
102075	14.03	-0.16	240	1664	2006
102076	14.48	-0.16	244	1632	1985
102077	14.93	-0.16	247	1697	2028
102078	15.38	-0.16	251	1689	2023
102079	15.83	-0.16	253	1667	2008
102080	16.28	-0.16	253	1654	2000
102081	16.73	-0.16	254	1649	1996
102082	17.18	-0.16	253	1664	2006
102083	17.63	-0.16	253	1690	2023
102084	18.07	-0.16	254	1715	2039
102085	18.52	-0.16	252	1800	2092
102086	18.97	-0.16	251	1931	2168
102087	19.42	-0.16	257	1995	2202
102096	23.46	-0.16	246	1962	2185
102097	23.91	-0.16	248	1919	2161
102098	24.36	-0.16	246	1892	2146
102099	24.81	-0.16	246	1847	2120
102100	25.26	-0.16	249	1816	2102
102101	25.71	-0.16	247	1834	2112
102102	26.16	-0.16	246	1850	2122
102103	26.61	-0.16	241	1862	2129
102104	27.06	-0.16	234	1847	2120
102105	27.51	-0.16	237	1734	2051
102106	27.96	-0.16	237	1601	1964
102107	28.4	-0.16	232	1480	1877
102108	28.85	-0.16	224	1350	1776
102109	29.3	-0.16	128	1577	1656
102110	29.75	-0.16	234	900	1350
