age	alive
1	0.225
1.39	0.182926829268293
1.46	0.151228733459357
1.68	0.339285714285714
1.7	0.122207621550591
1.91	0.0564885496183206
2	0.108910891089109
2.1	0.0795454545454545
2.43	0.103448275862069
2.57	0.019047619047619
2.8	0.0681818181818182
3	0
3.04	0.0208333333333333
3.12	0.0461538461538462
3.22	0.0133333333333333
3.45	0.0294117647058824
3.5	0
3.52	0.0099009900990099
3.71	0.0153846153846154
4.16	0.0170212765957447
4.22	0.043010752688172
5.75	0.0125391849529781
7.8	0
