UniqueKey	EastWest	Formation	Member	MidMemberAge	Order	Family	Subfamily	Tribe	Genus	Species	TaxonString	ComLocID	noSpecies	ComLoc_raw	ComLoc	FCT_HYP	FCT_HOR	FCT_LOP	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	Living	LivingGenus	un_gen	MeanHYP	MeanLOP	MeanHOR	MeanAL	MeanOL	MeanSF	MeanOT	MeanCM	meanHYP	meanHOR	meanAL	meanOL	meanSF	meanOT	meanCM	meanLOP	temp_high	pred_npp_ecom	pred_npp_ecomI	pred_npp_base_ecom	pred_habitat	pred_taxa
21185	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	ArtiodactylaSuidaeSuinaeMetridiochoeruscompactus	28	19	8 >< Okote	8 >< Okote	3	3	2	0	1	0	1	1	0	Phacochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21187	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21188	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21196	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	NA	ArtiodactylaBovidaeAlcelaphiniDamaliscus	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	0	NA	Damaliscus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21198	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	eppsi	ArtiodactylaBovidaeAlcelaphiniDamaliscuseppsi	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	0	0	Damaliscus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21199	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	NA	ArtiodactylaBovidaeAlcelaphiniDamaliscus	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	0	NA	Damaliscus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21200	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21201	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21202	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21203	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21204	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	NA	ArtiodactylaSuidaeSuinaeMetridiochoerus	28	19	8 >< Okote	8 >< Okote	3	NA	0	0	0	0	1	1	NA	Phacochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21205	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21208	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	ArtiodactylaSuidaeSuinaeMetridiochoeruscompactus	28	19	8 >< Okote	8 >< Okote	3	3	2	0	1	0	1	1	0	Phacochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21212	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	ArtiodactylaSuidaeSuinaeMetridiochoeruscompactus	28	19	8 >< Okote	8 >< Okote	3	3	2	0	1	0	1	1	0	Phacochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21241	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	ArtiodactylaSuidaeSuinaeMetridiochoeruscompactus	28	19	8 >< Okote	8 >< Okote	3	3	2	0	1	0	1	1	0	Phacochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21246	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	NA	ArtiodactylaSuidaeSuinaeKolpochoerus	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	NA	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21247	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	NA	ArtiodactylaSuidaeSuinaeKolpochoerus	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	NA	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21252	E	Koobi Fora	Okote	1.46	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	NA	ArtiodactylaHippopotamidaeHexaprotodon	28	19	8 >< Okote	8 >< Okote	1	1	0	0	1	1	0	0	NA	Hippopotamus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21253	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	NA	ArtiodactylaBovidaeRedunciniMenelikia	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	1	0	1	NA	Redunca	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21255	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	NA	ArtiodactylaBovidaeBoviniPelorovis	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	1	NA	Syncerus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21287	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21288	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21289	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21291	E	Koobi Fora	Okote	1.46	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	28	19	8 >< Okote	8 >< Okote	2	2	0	0	0	1	1	1	0	Potamochoerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21303	E	Koobi Fora	Okote	1.46	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	ArtiodactylaBovidaeRedunciniKobuskob	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	1	0	1	1	Kobus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21175	E	Koobi Fora	Okote	1.46	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	1	NA	Equus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21177	E	Koobi Fora	Okote	1.46	Perissodactyla	Equidae	NA	Hipparionini	Hipparion	ethiopicum	PerissodactylaEquidaeHipparioniniHipparionethiopicum	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	1	0	Equus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21282	E	Koobi Fora	Okote	1.46	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	1	NA	Equus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21284	E	Koobi Fora	Okote	1.46	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	28	19	8 >< Okote	8 >< Okote	3	1	2	0	1	0	1	1	NA	Equus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21141	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Colobinae	Colobini	Colobus	NA	PrimatesCercopithecidaeColobinaeColobiniColobus	28	19	8 >< Okote	8 >< Okote	1	1	0	1	0	0	0	0	NA	Colobus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21156	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21158	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21159	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21160	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21161	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21162	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21163	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21167	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21168	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21179	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21180	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21194	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21217	E	Koobi Fora	Okote	1.46	Primates	Hominidae	Homininae	Hominini	Homo	erectus	PrimatesHominidaeHomininaeHomininiHomoerectus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	0	Pan	1	NA	NA	NA	NA	NA	NA	NA	NA	2.067	1.2	0.067	0.667	0.4	0.4	0.467	0.933	13.1075	1233.86463869869	2419.408	1048.257	1482.91666666667	1428.1177366441
21233	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21234	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21235	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21236	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21237	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21238	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21243	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	1	1	0	0	NA	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21249	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21254	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	1	1	0	0	NA	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21259	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21260	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21261	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21268	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21272	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21273	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21274	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21275	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Colobinae	Colobini	Colobus	NA	PrimatesCercopithecidaeColobinaeColobiniColobus	28	19	8 >< Okote	8 >< Okote	1	1	0	1	0	0	0	0	NA	Colobus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21276	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	PrimatesCercopithecidaeCercopithecinaePapioniniCercocebus	28	19	8 >< Okote	8 >< Okote	1	1	0	0	0	0	0	0	NA	Cercocebus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21278	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21280	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21296	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21299	E	Koobi Fora	Okote	1.46	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	28	19	8 >< Okote	8 >< Okote	2	1	0	0	1	1	0	0	0	Theropithecus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
